album_name,track_number,track_name,artist,lyrics,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,explicit,key_name,mode_name
B'Day,1,Deja Vu (feat. Jay-Z),Beyoncé,"Bass (Uh) Hi-hat (Uh) 808 (Uh) Jay (UH-huh, ready, uh-Huh) Let's go get 'em (Uh-huh) C'mon (C'mon) I used to run base like Juan Pierre Now I run the bass hi-hat and the snare I used to bag girls like Birkin Bags Now I bag B. (Boy, you hurtin' that) Brooklyn Bay where they birthed me at Now be everywhere, the nerve of rap The audacity to have me with them curtains back Me and B., she about to sting, stand back Baby, seem like everywhere I go, I see you From your eyes I smile, it's like I breathe you Helplessly I reminisce, don't want to Compare nobody to you Boy, I try to catch myself, but I'm outta control Your sexiness is so appealing, I can't let it go Know that I can't get over you 'Cause everything I see is you And I don't want no substitute Baby, I swear it's Déjà Vu Know that I can't get over you 'Cause everything I see is you And I don't want no substitute Baby, I swear it's Déjà Vu Seeing, things that I know can't be, am I dreaming? When I saw you walkin' past me almost called your name Got a better glimpse and then I looked away Feels like I'm losing it Boy, I try to catch myself, but I'm outta control Your sexiness is so appealing, I can't let it go Know that I can't get over you 'Cause everything I see is you And I don't want no substitute Baby, I swear it's Déjà Vu Know that I can't get over you 'Cause everything I see is you And I don't want no substitute Baby, I swear it's Déjà Vu Yes, Hova's flow so unusual Baby girl you should already know It's H-O, light up the dro 'Cause you gonna need help tryna study my, bounce Flow, blow, what's the difference? One you take in vein while the other you sniffin' It's still dope, po-po try to convict him Thats a no-go, my dough keep the scales tippin' Like 4-4s, like I'm from the H-O-U-S-T-O-N Blow wind, so Chicago of him Is he the best ever? That's the argu-a-ment I don't make the list, don't be mad at me I just make the hits like a factory I'm just one of one, nothin' after me No Déjà Vu, just me and my- (OH!) Baby, I can't go anywhere Without thinking that you're there Seems like you're everywhere, it's true Gotta be having Deja Vu 'Cause in my mind I want you here Get on the next plane, I don't care Is it because I'm missin' you That I'm having Déjà Vu? Boy, I try to catch myself, but I'm outta control Your sexiness is so appealing, I can't let it go Know that I can't get over you 'Cause everything I see is you And I don't want no substitute Baby, I swear it's Déjà Vu Know that I can't get over you 'Cause everything I see is you And I don't want no substitute Baby, I swear it's Déjà Vu Know that I can't get over you 'Cause everything I see is you And I don't want no substitute Baby, I swear it's Déjà Vu Know that I can't get over you 'Cause everything I see is you And I don't want no substitute Baby, I swear it's Déjà Vu",0.763,0.728,-4.944,0.326,0.00677,1.22e-5,0.0915,0.362,105.923,4,239960,FALSE,G,major
B'Day,2,Get Me Bodied,Beyoncé,"9-4-'81 B'Day Mission one; I'ma put this on When he see me in the dress, I'ma get me some (Hey) Mission two; gotta make that call Tell him get the bottles poppin' when they play my song (Hey) Mission three; got my three best friends Like we do it all the time, we gon' do it again (Hey) Mission four; got the vintage Rolls Drop a couple hundreds tell him ""Leave it at the door"" I ain't worried, doin' me tonight A little sweat ain't never hurt nobody While y'all standin' on the wall I'm the one tonight gettin' bodied Gettin' bodied, gettin' bodied Gettin' bodied, gettin' bodied Want my body Won't you get me bodied You want my body Won't you get me bodied (Hey) Can you get me bodied? I wanna be myself tonight Can you get me bodied? I wanna be myself tonight Don't you see my body? I wanna let it out tonight Wanna party, wanna dance Wanna be myself tonight, get me bodied Mission five; skip to the front of the line Let me fix my hair up 'fore I go inside (Hey) Mission six; gotta check these chicks 'Cause you know they gon' block when I take these flicks (Hey) Mission seven; gotta make my rounds Givin' eyes to the guys now I think I found him (Hey) Mission eight; now we conversate And we can skip small talk, let's get right to the chase (Hey) I ain't worried, doin' me tonight A little sweat ain't never hurt nobody While y'all standin' on the wall I'm the one tonight gettin' bodied Gettin' bodied, gettin' bodied Gettin' bodied, gettin' bodied Want my body Won't you get me bodied You want my body Won't you get me bodied You should see my body I gotta know enough to know if you can get me bodied I'm kinda tight, I'm feelin' right, enough to see somebody I wanna let it off tonight Wanna dance, wanna party Wanna be myself tonight Can you get me bodied? I wanna be myself tonight Can you get me bodied? I wanna be myself tonight Won't you sing my body I wanna let it out tonight Wanna party, wanna dance Wanna be myself tonight, me bodied Baby, all I want is to let it go Ain't no worries, oh We can dance all night Get me bodied That means come closer to me While we grind to the beat And your body's touching my body All I need is to let it be Ain't no worry, no Boy, dance with me Feel my body Don't stop, just come closer to me While we grind to the beat With your body touching my body All I'm thinking 'bout is getting bodied Ain't no shame 'cause I gotta get mine I swing my hair and kick off my shoes Come here, boy, let me work on you I ain't worried, doin' me tonight A little sweat ain't never hurt nobody While y'all standin' on the wall I'm the one tonight gettin' bodied Gettin' bodied, gettin' bodied Gettin' bodied, gettin' bodied Want my body Won't you get me bodied You want my body Won't you get me bodied (Hey)",0.865,0.829,-6.981,0.315,0.0673,0,0.253,0.651,96.511,4,205813,FALSE,C,minor
B'Day,3,Suga Mama,Beyoncé,"Damn, that was so good I wanna buy him a short set I’ma be like a jolly rancher that you get from the corner store I’ma be like a waffle cone that’s dripping down to the floor The way you do it for me, I can’t lie (Lie!) About to be up in the mall all night (Yes!) Whatever I get you putting it on (Yes!) Don’t give me no lip, let mama do it all Let me be, I wants to be, gots to be Your suga, give mama some suga mama Suga ma-ma, ma-ma I’m your suga mama (Suga mama) Let me be, I wants to be, gots to be I don’t want no baby on my waist 'Cause I’m a suga ma-ma-ma-ma I’m your suga mama (Suga mama, hey, hey) Sit on mama lap, hey! Come sit on mama lap, hey! Come sit on mama lap, hey, hey! Come sit on mama lap, hey! It’s so good to the point that I’d Do anything to keep you home (On the phone) Baby, what you want me to buy? My accountant’s waiting on the phone (On the phone) Just the thought of making love to you (You!) Dropping everything that’s what I’ll do (I'll do!) Whatever I get, you putting it on (Oh!) Now, take it off while I watch you perform Let me be, I wants to be, gots to be Your suga, give mama some suga mama Suga ma-ma, ma-ma I’m your suga mama (Suga mama) Let me be, I wants to be, gots to be I don’t want no baby on my waist 'Cause I’m a suga ma-ma-ma-ma I’m your suga mama (Suga mama, hey, hey) Sit on mama lap, hey! Come sit on mama lap, hey! Come sit on mama lap, hey, hey! Come sit on mama lap, hey! And I’ve always been the type to take care of mine I know just what I’m doing Don’t you worry it’s cool and everything is steady Got you you on my taxes already, yeah, yeah, yeah, yeah I promise I won’t let no bills get behind 'Cause every touch, every kiss and hug You best believe it’ll be on time Suga mama, mama, mama, yeah, yeah, yeah Let me be, I wants to be, gots to be Your suga, give mama some suga mama (I give you all my money, baby) Suga ma-ma, ma-ma (Turn me out, boy, something crazy) I’m your suga mama (Suga mama) Let me be, I wants to be, gots to be (Take my credit cards, take my house, take my car) I don’t want no baby on my waist (Don't forget to give mama some sugar) 'Cause I’m a suga ma-ma-ma-ma (Some sugar, when you walk out that door) I’m your suga mama (Suga mama, hey, hey) Sit on mama lap, hey, hey! (yes) Come sit on mama lap, hey! (yes) Come sit on mama lap, hey, hey! (yeah) Come sit on mama lap, hey, hey! (yeah, yeah) Sit on mama lap, hey, hey! Come sit on mama lap, hey! Come sit on mama lap, hey, hey! Come sit on mama lap, hey!",0.682,0.939,-4.054,0.284,0.226,3.15e-4,0.346,0.615,93.81,4,204813,FALSE,A,minor
B'Day,4,Upgrade U (feat. Jay-Z),Beyoncé,"Hehehe! Yeah, B! Talk yo' shit! Hehe (Partner, let me upgrade you) How you gon' upgrade me? What's higher than number one? You know I used to beat that block Now I be's the block (Partner, let me upgrade you) I hear you be the block, but I'm the lights that keep the streets on Notice you the type that like to keep them on a leash though I'm known to walk alone, but I'm alone for a reason Sending me a drink ain't appeasing, believe me Come harder, this won't be easy Don't doubt yourself, trust me, you need me This ain't a shoulder with a chip or a ego But what you think they all mad at me for? You need a real woman in your life (That's a good look) Taking care of home and still fly (That's a good look) And I'mma help you build up your account (That's a good look, better yet, a hood look, ladies that's a good look) Believe me When you're in them big meetings for the mills (That's a good look) It take me just to compliment the deals (That's a good look) And anything you cop, I'll split the bill (That's a good look, better yet, a hood look, ladies that's a good look) Believe me Partner, let me upgrade you, Audemars Piguet you Switch your neck ties to purple labels Upgrade you (I can) up, (Can I?) up, (Let me) upgrade you (Partner, let me upgrade you) Partner, let me upgrade you, flip a new page Introduce you to some new things and Upgrade you (I can) up, (Can I?) up, (Let me) upgrade you (Partner, let me upgrade you) I can do for you, what Martin did for the people Ran by the men, but the women keep the tempo It's very seldom that you're blessed to find your equals Still play my part and let you take the lead role, believe me I'll follow, this could be easy I'll be the help, whenever you need me (You need me) I see your hustle with my hustle, I can keep you Focused on your focus, I can feed you You need a real woman in your life (That's a good look) Taking care of home and still fly (That's a good look) I can help you build up your account (That's a good look, better yet, a hood look, ladies, that's a good look) Believe me When you're in them big meetings for the mills (That's a good look) It take me just to compliment the deals (That's a good look) Anything you cop, I'll split the bill (That's a good look, better yet, a hood look, ladies, that's a good look) Heu, believe me, I can upgrade you Partner, let me upgrade you, Audemars Piguet you (Audemars Piguet you) Switch your neck ties to purple labels (Have you rock in purple labels) Upgrade you (I can) up, (Can I?) up, (Let me) upgrade you (Partner, let me upgrade you) Partner, let me upgrade you, flip a new page Introduce you to some new things and (Uh!) upgrade (HOV!) you (I can) up, (Uh huh!), (Can I?) up, (Let me) (HOV!) upgrade you (Partner, let me upgrade you)  (Uh huh!) I be the d-boy who infiltrated all the corporate dudes They call shots, I call audibles Jacob the jeweler, baubles, Lorraine Schwartz oughta do It's big balling, baby, when I'm courting you I'm talking spy bags and fly pads And rooms at the Bloomberg, and rumors You on the verge of a new merge 'Cause that rock on ya finger's like a tumor You can't fit ya hand in ya new purse It's humorous to me, they watching and we just yachting Island-hopping off the Amalfi coast Mafioso, Hov, baby, you ever seen Saturn? No, not the car, but everywhere we are You're sure to see stars, this is high level Not eye-level, my bezel courtesy of Audemars I order yours tomorrow, now look at the time I saved you Mama, let me upgrade you (Hehe) Just when you think we had it all Big ends, condos, collecting cars Picture your life elevating with me Now you my project celebrity I keep ya name hot in them streets That little glimpse of light Makes that diamond really shine And you already is a star, but unless you're flawless Then ya dynasty ain't complete without a chief, like me Partner, let me upgrade you, Audemars Piguet you Switch your neck ties to purple labels Upgrade you (I can) up, (Can I?) up, (Let me) upgrade you (Partner, let me upgrade you) Partner, let me upgrade you, flip a new page Introduce you to some new things, and Upgrade you (I can) up, (Can I?) up, (Let me) upgrade you (Partner, let me upgrade you) Audemars Piguet watch, dimples in ya necktie Hermes briefcase, Cartier tie clips Silk-lined blazers, diamond creamed facials VVS cuff links, six-star pent suites Partna, let me, upgrade ya, grade ya Partna, partna, let me, upgrade ya, grade ya Let me, let me, let me, upgrade ya, grade ya Partna, partna, partna, let me upgrade ya (Huh!)",0.474,0.683,-5.585,0.397,0.00161,1.23e-4,0.309,0.509,169.51,4,272706,FALSE,G,major
B'Day,5,Ring The Alarm,Beyoncé,"Ring the alarm I've been through this too long But I'll be damned if I see another chick on your arm Don't you ring the alarm I've been through this too long But I'll be damned if I see another chick on your arm She gon' be rockin' chinchilla coats If I let you go Benz and the house off the coast If I let you go She gon' take everything I own If I let you go I can't let you go Damned if I let you go She gon' rock them VVS stones If I let you go (Coupes) In the 'Bach carter rolls If I let you go She go profit everything I taught If I let you go I can't let you go Damned if I let you go Tell me how should I feel When I know what I know And my female intuition Telling me you a dog People told me 'bout the flames I couldn't see through the smoke When I need answers, accusations What you mean you gon' choke? You can't stay, you gotta go Ain't no other chick spending ya dough This is taking a toll The way the story unfolds Not the picture perfect movie everyone would've saw She gon' be rockin' chinchilla coats If I let you go Benz and the house off the coast If I let you go She gon' take everything I own If I let you go I can't let you go Damned if I let you go She gon' rock them VVS stones If I let you go (Coupes) In the 'Bach carter rolls If I let you go She go profit everything I taught If I let you go I can't let you go Damned if I let you go Ring the alarm I've been through this too long But I'll be damned if I see another chick on your arm Don't you ring the alarm I've been through this too long But I'll be damned if I see another chick on your arm Tell me how should I feel When you made me belong And the thought of you just touching her is what I hate most I don't want you, but I want it and I can't let it go To know you give it to her like you gave it to me, come on (Oh) He's so arrogant and bold (Oh) But she gon' love that shit, I know I done put in a call Time to ring the alarm 'Cause you ain't never seen a fire like the one I'm gon' cause She gon' be rockin' chinchilla coats If I let you go Benz and the house off the coast If I let you go She gon' take everything I own If I let you go I can't let you go Damned if I let you go She gon' rock them VVS stones If I let you go (Coupes) In the 'Bach carter rolls If I let you go She go profit everything I taught If I let you go I can't let you go Damned if I let you go How can you look at me And not see all the things that I kept only just for you? Why would you risk it, baby? Is that the price I that pay? But this is my show and I won't let you go All it's been paid for, and it's mine How could you look at me And not see all the things? (See all the things, see all the things) She gon' be rockin' chinchilla coats If I let you go Benz and the house off the coast If I let you go She gon' take everything I own If I let you go I can't let you go Damned if I let you go She gon' rock them VVS stones If I let you go (Coupes) In the 'Bach carter rolls If I let you go She go profit everything I taught If I let you go I can't let you go Damned if I let you go",0.456,0.742,-8.39,0.481,0.0534,2.23e-4,0.0837,0.428,168.507,4,203200,FALSE,D,major
B'Day,6,Kitty Kat,Beyoncé,"You know I hate sleeping alone But you said that you would soon be home But baby, that was a long time ago I'm not feelin' it, I'm not feelin' it On top of you not callin' me back You see, I bet you think it's all on track And you actin' like it's all o' that I'm not feelin' it, I'm not feelin' it Let's go, let's go little kitty cat I think it's time to go Let's go little kitty cat He don't want no mo' Let's go little kitty cat Quite frankly: no more givin' it I'm not feelin' it It's like we at two places, but different paces We in trouble, but you won't meet me at the bridge It hurts, it feels deserted Did you forget where your heart lives? What about my body, body? You don't want my body, body? Acting like I'm not nobody You gon' make me call somebody What about my body, body? What about my body, body? You would rather go and party Somehow, somewhere I'll be naughty You know I hate sleeping alone But you said that you would soon be home But baby, that was a long time ago I'm not feelin' it, I'm not feelin' it On top of you not callin' me back You see, I bet you think it's all on track And you actin' like it's all o' that I'm not feelin' it, I'm not feelin' it Let's go, let's go little kitty cat I think it's time to go Let's go little kitty cat He don't want no mo' Let's go little kitty cat Quite frankly: no more givin' it I'm not feelin' it (Let me show you how to get there) Take a left to compassion (Lights will be flashin') Keep straight and you'll see the sun right there Affection (You're in the wrong direction) If I get caught, see, it just seems that you don't care What about my body, body? You don't want my body, body Acting like I'm not nobody You gon' make me call somebody What about my body, body? What about my body, body? You would rather go and party Somehow, somewhere I'll be naughty You know I hate sleeping alone But you said that you would soon be home (said that you would soon be home) But baby, that was a long time ago I'm not feelin' it, I'm not feelin' it On top of you not calling me back You see, I bet you think it's all on track And you actin' like it's all o' that I'm not feeling it, I'm not feeling it Let's go, let's go little kitty cat I think it's time to go He don't want no mo' Let's go little kitty cat Quite frankly: no more givin' it I'm not feelin' it I'm taking back the things I got from you, you And that includes my sweet little nookie too, too Let's go, let's go, let's go little kitty cat (Kitty cat) He don't want you anymore, no (Uh, uh, uh) Let's go, let's go, let's go little kitty cat (Kitty cat) He don't want you anymore, no (Ooh, ooh) Got diamonds on my neck Got diamonds on my records Since 16, I was coming down reppin' Texas How you gon' neglect this? You is just a hot mess You can call Tyrone, you ain't gots to lie Craig What about my body, body? What about by my body, body? I'm in the house all alone, you rather go and party? What about my body, body? You don't want my body, body? Acting like I'm nobody You gon' make me call somebody Let's go, let's go little kitty cat I think it's time to go Let's go, little kitty cat He ain't want no mo' Let's go little kitty cat No mo' getting' it, I'm not feelin' it",0.81,0.386,-7.846,0.311,0.0529,0.00944,0.0969,0.506,157.919,4,235386,FALSE,C#,major
B'Day,7,Freakum Dress,Beyoncé,"To be or not to be... not! Hold up, bring the beat back Stop! I ain’t ready yet Wait! Let me fix my hair, yes, yes Yes ma'am, yes ma'am Now pass me my dress, yes I think I’m ready Been locked up in the house way too long It’s time to get it 'Cause once again he’s out doing wrong And my girls are so real Said it’s been a minute since I had some He’s been acting up But he won’t be the only one 'Cause when he acts up, that’s when you put it on Get him uptight, this is your song Hold out your back, time to impress Pull out your freakum dress Oh, put your freakum dress on Oh, put your freakum dress on Oh, put your freakum dress on Oh, put your freakum dress on Oh, every woman got one Oh, shut it down when the time comes Oh, pull out the big guns Oh, and put your freakum dress on Soon as he saw me Turned on by how the dress was fittin' right Short and backless (Backless, backless) See my silhouette in the moonlight Such an attraction Keep tellin' me how my outfit’s so nice Little did he know Ha, my man gon' take it off tonight 'Cause when he acts up, that’s when you put it on Get him uptight, this is your song Hold out your back, time to impress Pull out your freakum dress Oh, put your freakum dress on Oh, put your freakum dress on Oh, put your freakum dress on Oh, put your freakum dress on Oh, every woman got one Oh, shut it down when the time comes Oh, pull out the big guns Oh, and put your freakum dress on All the ladies, you ain't get all dressed up In your dresses and your best digs with no reason Get ready to freakum, freakum When you put it on, it’s an invitation When they play your song, get on up and shake it Work it out your back, you don’t have to waste it Spin it all around then take it to the ground and When you put it on, it’s an invitation When they play your song, get on up and shake it Work it out your back, you don’t have to waste it Spin it all around then take it to the ground 'Cause when he acts up, that’s when you put it on Get him uptight, this is your song Hold out your back, time to impress Pull out your freakum dress Oh, put your freakum dress on Oh, put your freakum dress on Oh, put your freakum dress on Oh, put your freakum dress on Oh, every woman got one (every woman got one) Oh, shut it down when the time comes (When the time comes) Oh, pull out the big guns Oh, and put your freakum dress on Ladies, look it here When you been with your man for a long time, oh Every now and then you gotta go in the back of that closet And pull out that freakum dress, oh I got my freakum dress on I got my freakum dress on, oh I got my freakum dress on I got my freakum dress on, oh",0.683,0.703,-5.154,0.0585,0.0043,1.49e-5,0.0599,0.378,98.953,4,200533,FALSE,C#,major
B'Day,8,Green Light,Beyoncé,"Give it to mama Give it, give it Give it to my mama, oh Give it Give it to my mama For some strange reason You're done pleasin' me like it's okay, ohh Like a perm that's been left too long (It's starts to burn) The result is it just won't take, ohh (I can see) Now it's all coming so clear to me now (I can see) Misinterpreted all my naiveness Was just thinking if I had no you then I can't do My stock just went up over two million So if you want to, you got the green light So if you want to, you got the green light So if you want to, you got the green light So if you want to, you got the green light (Give it to mama) Go, go, go, go Go, go, go, go Go, go, go, go Go, go, red light, green light Some see me, say I should be trophied 'Cause it gets no stronger Ladies y'all know (Yeah girl, ya'll know) This pimp -ish gets no older Is that a threat? (What's another threat?) Yep! (That's another threat) I'm immune, you can get no colder You got the green light, you the king, right? You holdin' up traffic, green means go! Go, go, go, goooo Go, go, go, goooo Go, go, go, goooo Go, go, red light, green light (I said you're holdin' up traffic, green means go!) So if you want to, you got the green light (Green light, baby) So if you want to, you got the green light So if you want to, you got the green light So if you want to, you got the green light Give it to mama (Go, go, go, go) Ain't no problem, you can go I will find somebody else (Go, go, go, go) It's alright, I'll move along You got the green light so you can go Go, go, go, go Go, go, red light, green light I gave all I could give My love, my heart Now we're facing the end From what you did from the start, my love You're holdin' up traffic, green means go! So if you want to, you got the green light So if you want to, you got the green light So if you want to, you got the green light So if you want to, you got the green light (Give it to mama) (Go, go, go, go) Ain't no problem, you can go (Go, go, go, go) I will find somebody else (Go, go, go, go) So why not move along? (go, go, go, go) You got the green light so you can go (Go, go, go, go) (Go, go, go, go) Go, go, green light",0.796,0.568,-7.071,0.0631,0.0833,1.11e-5,0.256,0.729,107.034,4,209106,FALSE,A#,minor
B'Day,9,Irreplaceable,Beyoncé,"To the left, to the left To the left, to the left (Mmm) To the left, to the left Everything you own in the box to the left In the closet, that's my stuff Yes, if I bought it, please don't touch (Don't touch) And keep talking that mess that's fine But could you walk and talk at the same time And, it's my name that's on that jag So remove your bags, let me call you a cab Standing in the front yard Tellin' me, how I'm such a fool Talkin' 'bout, how I'll never ever find a man like you You got me twisted You must not know about me, you must not know about me I could have another you in a minute Matter of fact, he'll be here in a minute, baby You must not know about me, you must not know about me I can have another you by tomorrow So don't you ever for a second get to thinking You're irreplaceable So go ahead and get gone Call up that chick and see if she's home Oops, I bet you thought, that I didn't know What did you think I was putting you out for? 'Cause you was untrue Rollin' her around in the car that I bought you Baby, drop them keys Hurry up before your taxi leaves Standing in the front yard Tellin' me, how I'm such a fool Talkin' 'bout, how I'll never ever find a man like you You got me twisted You must not know about me, you must not know about me I could have another you in a minute Matter of fact, he'll be here in a minute, baby You must not know about me, you must not know about me I will have another you by tomorrow So don't you ever for a second get to thinking You're irreplaceable (Irreplaceable) So since I'm not your everything (Irreplaceable) How about I'll be nothing (Nothing) Nothing at all to you (Nothing) Baby, I won't shed a tear for you (I won't shed a tear) I won't lose a wink of sleep 'Cause the truth of the matter is Replacing you was so easy To the left, to the left To the left, to the left (Mmm) To the left, to the left Everything you own in the box to the left To the left, to the left Don't you ever for a second get to thinking You're irreplaceable You must not know about me, you must not know about me I could have another you in a minute Matter of fact, he'll be here in a minute, baby You must not know about me, you must not know about me I can have another you by tomorrow So don't you ever for a second get to thinking (Baby) You must not know about me, you must not know about me I could have another you in a minute Matter of fact, he'll be here in a minute You can pack all your bags (You must not know about me) We're finished (You must not know about me) 'Cause you made your bed Now lay in it I can have another you by tomorrow Don't you ever for a second get to thinking You're irreplaceable",0.576,0.697,-4.192,0.326,0.0286,1.15e-6,0.167,0.501,175.906,4,227666,FALSE,A#,major
B'Day,10,Resentment,Beyoncé,"I wish I could believe you, then I'd be alright But now everything you told me really don't apply to the way I feel inside Loving you was easy, once upon a time But now my suspicions of you have multiplied And it's all because you lied I only give you a hard time 'Cause I can't go on and pretend like I haven't tried to forget this But I'm much too full of resentment Just can't seem to get over the way you hurt me Don't know how you gave another who didn't mean a thing The very thing you gave to me I thought I could forgive you, and I know you've changed As much as I wanna trust you, I know it ain't the same And it's all because you lied I only give you a hard time 'Cause I can't go on and pretend like I haven't tried to forget this But I'm much too full of resentment I may never understand why I'm doing the best that I can And I tried, and I tried to forget this But I'm much too full of resentment I'll always remember feeling like I was no good Like I couldn't do it for you like your mistress could And it's all because you lied Loved you more than another, more than my own life But that part of me I gave you, it was sacrificed And it's all because you lied I only give you a hard time 'Cause I can't go on and pretend like I haven't tried to forget this But I'm too damn full of resentment I know she was attractive, but I was here first Been riding with you for six years Why did I deserve to be treated this way by you? I know you're probably thinking, ""What's up with B?"" I been crying for too long, what did you do to me? I used to be so strong, but now you took my soul I'm crying, can't stop crying Can't stop crying You could've told me you wasn't happy I know you didn't wanna hurt me But look what you've done to me now I gotta look at her in her eyes and see she's had half of me How could you lie?",0.378,0.565,-5.388,0.0493,0.648,0,0.13,0.482,102.131,3,280693,FALSE,F#,major
B'Day,11,Check On It (feat. Bun B & Slim Thug),Beyoncé,"Swizz Beatz DC, Destiny Child (Slim Thug) You need to stop playing 'round with all them clowns and the wankstas Good girls gotta get down with the gangsta's Go 'head girl, put some back and some neck up on it While I stand up in the background and check up on it Ooh, boy, you looking like you like what you see Won't you come over and check up on it I'm-a let you work up on it Ladies let 'em check up on it, watch it while he check up on it Dip it, pop it, twerk it, stop it, check on me tonight If you got it, flaunt it, boy, I know you want it While I turn around, you watch me check up on it Ooh, you watchin' me shake it, I see it in ya face Ya can't take it, it's blazin', you watch me in amazement You can look at it, as long as you don't grab it If you don't go braggin', I might let you have it You think that I'm teasin', but I ain't got no reason I'm sure that I can please ya, but first I gotta read you Ooh, boy, you looking like you like what you see Won't you come over and check up on it I'm-a let you work up on it Ladies let 'em check up on it, watch it while he check up on it Dip it, pop it, twerk it, stop it, check on me tonight Ooh, boy, you looking like you like what you see Won't you come over and check up on it I'm-a let you work up on it Ladies let 'em check up on it, watch it while he check up on it Dip it, pop it, twerk it, stop it, check on me tonight I can tell you wanna taste it, but I'ma make you chase it You've got to be patient, I like my men patient More patience, you take my get you in more places You can't be abrasive, has to know to pace it If I let you get up on it, you gotta make a promise That you gon' put it on me, like no one's put it on me Don't bore me, just show me, all men talk, but don't please I can be a tease, but I really wanna please you Ooh, boy, you looking like you like what you see Won't you come over and check up on it I'm-a let you work up on it Ladies let 'em check up on it, watch it while he check up on it Dip it, pop it, twerk it, stop it, check on me tonight Ooh, boy, you looking like you like what you see Won't you come over and check up on it I'm-a let you work up on it Ladies let 'em check up on it, watch it while he check up on it Dip it, pop it, twerk it, stop it, check on me tonight Well it's the King of the Underground, and the King of the Trill Standin' on the top of the South like the King of the Hill You're tuned into a winner that's never takin' a loss Reppin' Houston with Beyoncé and Slim Thug The Boss Diamonds on the wood peel, I'm a Dirty South Soldier Draped up in that Crown Holder homie, I thought I told ya... I like your wiggle and the way that you work it But no touchin', just watchin' you twerk it, I'm checkin' up on you tonight! Ooh, boy, you looking like you like what you see (Yeah, yeah) Won't you come over and check up on it I'm-a let you work up on it (All my ladies) Ladies let 'em check up on it, watch it while he check up on it Dip it, pop it, twerk it, stop it, check on me tonight (Yeah) (Check on it, check on it, check on it, check on it...) Ooh, boy, you looking like you like what you see Won't you come over and check up on it I'm-a let you work up on it Ladies let 'em check up on it, watch it while he check up on it Dip it, pop it, twerk it, stop it, check on me tonight (Hey) Ooh, boy, you looking like you like what you see Won't you come over and check up on it (You, so sexy boy) I'm-a let you work up on it Ladies let 'em check up on it, watch it while he check up on it (And I know you want it) Dip it, pop it, twerk it, stop it, check on me tonight (So baby, check up on me) Ooh, boy, you looking like you like what you see (He having such a good time) Won't you come over and check up on it (I'm gonna work it, baby, you're mine) I'm-a let you work up on it Ladies let 'em check up on it, watch it while he check up on it (All mine, all mine) Dip it, pop it, twerk it, stop it, check on me tonight",0.705,0.796,-6.845,0.267,0.0708,0,0.388,0.864,166.042,4,210453,FALSE,G,major
Dangerously In Love,2,Naughty Girl,Beyoncé,"I love to love you, baby I love to love you, baby I'm feeling sexy I wanna hear you say my name, boy If you can reach me You can feel my burning flame I'm feelin' kind of n-a-s-t-y I might just take you home with me Baby, the minute I feel your energy Your vibe has just taken over me Start feeling so crazy, babe Lately, I feel the funk coming over me I don't know what's gotten into me The rhythm's got me feeling so crazy, babe Tonight, I'll be your naughty girl I'm calling all my girls We're gonna turn this party out I know you want my body Tonight, I'll be your naughty girl I'm calling all my girls I see you look me up and down And I came to party You're so sexy Tonight, I am all yours, boy The way your body moves across the floor I'm feelin' kind of n-a-s-t-y I might just take you home with me Baby, the minute I feel your energy Your vibe has just taken over me Start feeling so crazy, babe Lately, I feel the funk coming over me I don't know what's gotten into me The rhythm's got me feeling so crazy, babe Tonight, I'll be your naughty girl I'm calling all my girls We're gonna turn this party out I know you want my body Tonight, I'll be your naughty girl I'm calling all my girls I see you look me up and down And I came to party I love to love you, baby (I love to love you, baby) I love to love you, baby (I love to love you, baby) I love to love you, baby (I love to love you, baby) I love to love you, baby (I love to love you, baby) Tonight, I'll be your naughty girl I'm calling all my girls We're gonna turn this party out I know you want my body Tonight, I'll be your naughty girl I'm calling all my girls I see you look me up and down And I came to party Tonight, I'll be your naughty girl I'm calling all my girls We're gonna turn this party out I know you want my body Tonight, I'll be your naughty girl I'm calling all my girls I see you look me up and down And I came to party",0.588,0.461,-8.686,0.161,0.237,1.54e-5,0.0913,0.659,200.053,4,208573,FALSE,F#,minor
